year,language,type,count
2015,wisp,programming,1
2016,ABAP,programming,1
2016,AIDL,programming,5
2016,ANTLR,programming,1
2016,API Blueprint,markup,19
2016,ASL,programming,28
2016,ASP.NET,programming,150
2016,Ada,programming,4
2016,Adblock Filter List,data,5926
2016,Altium Designer,data,10
2016,Awk,programming,5
2016,BAML,programming,5
2016,Batchfile,programming,223
2016,BibTeX,markup,16
2016,C,programming,8330
2016,C++,programming,4912
2016,CMake,programming,95
2016,COLLADA,data,2
2016,CSON,data,60
2016,CSS,markup,4081
2016,CSV,data,354
2016,Checksums,data,264
2016,Clarion,programming,1
2016,Classic ASP,programming,1
2016,Clojure,programming,274
2016,CoffeeScript,programming,223
2016,Cuda,programming,12
2016,Cython,programming,55
2016,DM,programming,480
2016,DNS Zone,data,1
2016,Dart,programming,14
2016,Diff,data,24
2016,Dockerfile,programming,20
2016,Dotenv,data,18
2016,EJS,markup,47
2016,EditorConfig,data,16
2016,Elixir,programming,5
2016,Emacs Lisp,programming,333
2016,Erlang,programming,29
2016,F#,programming,23
2016,FlatBuffers,data,2
2016,Forth,programming,76
2016,Fortran Free Form,programming,283
2016,GCC Machine Description,programming,49097
2016,GDB,programming,3
2016,GLSL,programming,482
2016,Gerber Image,data,14
2016,Gherkin,programming,67
2016,Git Config,data,39
2016,Go,programming,687
2016,Go Template,markup,45
2016,Godot Resource,data,3
2016,Gradle,data,650
2016,Graphviz (DOT),data,43
2016,Groovy,programming,431
2016,Groovy Server Pages,programming,369
2016,HCL,programming,2
2016,HLSL,programming,4
2016,HTML,markup,202
2016,HTML+ERB,markup,1418
2016,HTML+PHP,markup,337
2016,HTML+Razor,markup,292
2016,Haml,markup,192
2016,Handlebars,markup,405
2016,Haskell,programming,35
2016,IL Assembly,programming,119
2016,INI,data,590
2016,IRC log,data,22
2016,Ignore List,data,986
2016,Inno Setup,programming,6
2016,Io,programming,1
2016,JSON,data,6
2016,JSON5,data,2
2016,Java,programming,39742
2016,Java Server Pages,programming,2127
2016,JavaScript,programming,24859
2016,Jest Snapshot,data,13
2016,Jinja,markup,11
2016,Julia,programming,151
2016,Jupyter Notebook,markup,256
2016,Kotlin,programming,704
2016,LOLCODE,programming,2
2016,Latte,markup,140
2016,Less,markup,1087
2016,Linker Script,programming,14
2016,Logos,programming,1
2016,Lua,programming,2422
2016,MATLAB,programming,1
2016,MQL4,programming,2
2016,Makefile,programming,122
2016,Mako,programming,43
2016,Metal,programming,4
2016,Microsoft Visual Studio Solution,data,282
2016,NEON,data,6
2016,Nix,programming,1
2016,Nunjucks,markup,10
2016,OpenSCAD,programming,2
2016,PDDL,programming,4
2016,PHP,programming,118
2016,PLSQL,programming,11
2016,Pascal,programming,42
2016,Perl,programming,17
2016,PlantUML,data,10
2016,PostScript,markup,23
2016,PowerShell,programming,153
2016,Processing,programming,55
2016,Protocol Buffer,data,3
2016,Public Key,data,4
2016,Pug,markup,281
2016,PureBasic,programming,30
2016,Python,programming,14596
2016,QML,programming,57
2016,QMake,programming,19
2016,R,programming,140
2016,ROS Interface,data,1
2016,Ragel,programming,1
2016,Raw token data,data,24
2016,Red,programming,25
2016,Rich Text Format,markup,331
2016,RobotFramework,programming,91
2016,Roff,markup,2
2016,Ruby,programming,4754
2016,SCSS,markup,1935
2016,SQL,data,2
2016,STL,data,26
2016,SVG,data,450
2016,SWIG,programming,11
2016,Sass,markup,215
2016,Scala,programming,288
2016,Shell,programming,1994
2016,Slim,markup,277
2016,Smali,programming,160
2016,SourcePawn,programming,2
2016,Standard ML,programming,1
2016,Stylus,markup,38
2016,SuperCollider,programming,1
2016,Swift,programming,3658
2016,SystemVerilog,programming,11
2016,TOML,data,42
2016,TSV,data,2
2016,Tcl,programming,377
2016,Tcsh,programming,13
2016,TeX,markup,241
2016,Thrift,programming,2
2016,Twig,markup,605
2016,Unity3D Asset,data,8562
2016,VHDL,programming,2
2016,Velocity Template Language,markup,5
2016,Vim Snippet,markup,9
2016,Vim script,programming,403
2016,Visual Basic .NET,programming,204
2016,Visual Basic 6.0,programming,1
2016,Vue,markup,32
2016,Wavefront Material,data,36
2016,Wavefront Object,data,314
2016,Web Ontology Language,data,5
2016,Windows Registry Entries,data,7
2016,Witcher Script,programming,5
2016,Wolfram Language,programming,4
2016,XML,data,108134
2016,XML Property List,data,1
2016,XQuery,programming,1
2016,XSLT,programming,65
2016,YAML,data,3
2016,YANG,data,68
2016,YASnippet,markup,1
2016,desktop,data,2
2016,dircolors,data,6
2016,fish,programming,81
2016,iCalendar,data,1
2017,1C Enterprise,programming,20
2017,ABAP,programming,9
2017,ANTLR,programming,1
2017,API Blueprint,markup,2
2017,ASL,programming,5
2017,ASP.NET,programming,78
2017,Ada,programming,9
2017,Adblock Filter List,data,4672
2017,Altium Designer,data,11
2017,AppleScript,programming,1
2017,AutoHotkey,programming,10
2017,AutoIt,programming,5
2017,BAML,programming,40
2017,BBCode,markup,2
2017,Ballerina,programming,4
2017,Batchfile,programming,129
2017,Berry,programming,5
2017,BibTeX,markup,11
2017,C,programming,5928
2017,C#,programming,1
2017,C++,programming,4192
2017,CMake,programming,47
2017,COLLADA,data,18
2017,CSON,data,124
2017,CSS,markup,4410
2017,CSV,data,683
2017,Cabal Config,data,84
2017,Checksums,data,177
2017,Classic ASP,programming,1
2017,Clojure,programming,98
2017,CoffeeScript,programming,1253
2017,Common Lisp,programming,1
2017,Crystal,programming,8
2017,Cuda,programming,2
2017,DIGITAL Command Language,programming,40
2017,DM,programming,100
2017,Dart,programming,72
2017,Diff,data,48
2017,Dockerfile,programming,30
2017,Dotenv,data,54
2017,EJS,markup,87
2017,EditorConfig,data,19
2017,Elixir,programming,42
2017,Emacs Lisp,programming,262
2017,Erlang,programming,2
2017,F#,programming,18
2017,F*,programming,1
2017,FlatBuffers,data,14
2017,Forth,programming,369
2017,Fortran Free Form,programming,232
2017,GCC Machine Description,programming,15250
2017,GDB,programming,6
2017,GLSL,programming,34
2017,GN,data,4
2017,Gerber Image,data,21
2017,Gherkin,programming,7
2017,Git Config,data,51
2017,Go,programming,1969
2017,Go Template,markup,85
2017,Gradle,data,788
2017,GraphQL,data,59
2017,Graphviz (DOT),data,7
2017,Groovy,programming,262
2017,Groovy Server Pages,programming,92
2017,HCL,programming,2
2017,HLSL,programming,16
2017,HTML,markup,582
2017,HTML+ECR,markup,1
2017,HTML+ERB,markup,2182
2017,HTML+PHP,markup,83
2017,HTML+Razor,markup,699
2017,HTTP,data,4
2017,Haml,markup,124
2017,Handlebars,markup,238
2017,Haskell,programming,464
2017,Haxe,programming,1
2017,INI,data,268
2017,Idris,programming,13
2017,Ignore List,data,1193
2017,ImageJ Macro,programming,2
2017,JSON,data,564
2017,Java,programming,36571
2017,Java Server Pages,programming,2158
2017,JavaScript,programming,27112
2017,Jest Snapshot,data,239
2017,Jinja,markup,69
2017,Julia,programming,69
2017,Jupyter Notebook,markup,460
2017,Just,programming,1
2017,Kotlin,programming,453
2017,Less,markup,614
2017,LilyPond,programming,4
2017,Linker Script,programming,6
2017,Liquid,markup,79
2017,Logos,programming,12
2017,Lua,programming,1992
2017,M3U,data,4
2017,MATLAB,programming,3
2017,Makefile,programming,162
2017,Metal,programming,6
2017,Microsoft Visual Studio Solution,data,274
2017,NEON,data,2
2017,NSIS,programming,3
2017,NetLogo,programming,64
2017,Nginx,data,7
2017,Nix,programming,5
2017,OpenSCAD,programming,7
2017,PEG.js,programming,1
2017,PHP,programming,81
2017,PLSQL,programming,5
2017,Pascal,programming,24
2017,Perl,programming,19
2017,PlantUML,data,2
2017,PostScript,markup,23
2017,PowerShell,programming,122
2017,Processing,programming,424
2017,Promela,programming,6
2017,Protocol Buffer,data,180
2017,Public Key,data,3
2017,Pug,markup,238
2017,PureBasic,programming,2
2017,Python,programming,18296
2017,QML,programming,61
2017,QMake,programming,8
2017,R,programming,314
2017,RAML,markup,1
2017,Raw token data,data,8
2017,Rebol,programming,1
2017,Red,programming,4
2017,Rich Text Format,markup,26
2017,RobotFramework,programming,38
2017,Ruby,programming,4019
2017,SAS,programming,1
2017,SCSS,markup,1805
2017,SPARQL,data,6
2017,SQF,programming,14
2017,SQL,data,1
2017,STL,data,27
2017,SVG,data,1639
2017,SWIG,programming,5
2017,Sass,markup,180
2017,Scala,programming,415
2017,Shell,programming,2306
2017,Slim,markup,75
2017,Smali,programming,143
2017,SourcePawn,programming,1
2017,Starlark,programming,13
2017,Stata,programming,65
2017,Stylus,markup,117
2017,SuperCollider,programming,1
2017,Svelte,markup,1
2017,Swift,programming,4474
2017,SystemVerilog,programming,6
2017,TOML,data,84
2017,TSV,data,4
2017,Tcl,programming,226
2017,Tcsh,programming,7
2017,TeX,markup,201
2017,Thrift,programming,1
2017,Turtle,data,1
2017,Twig,markup,1137
2017,Unity3D Asset,data,7625
2017,VBScript,programming,1
2017,Vim Snippet,markup,20
2017,Vim script,programming,698
2017,Visual Basic .NET,programming,26
2017,Volt,programming,3
2017,Vue,markup,400
2017,Wavefront Material,data,7
2017,Wavefront Object,data,313
2017,X PixMap,data,7
2017,XML,data,18831
2017,XSLT,programming,2
2017,YAML,data,3
2017,YANG,data,1
2017,desktop,data,3
2017,edn,data,1
2017,fish,programming,61
2017,kvlang,markup,3
2018,1C Enterprise,programming,80
2018,ABAP,programming,1
2018,ANTLR,programming,1
2018,API Blueprint,markup,5
2018,ASL,programming,10
2018,ASP.NET,programming,108
2018,Ada,programming,3
2018,Adblock Filter List,data,7423
2018,Alloy,programming,1
2018,Altium Designer,data,9
2018,AppleScript,programming,2
2018,AspectJ,programming,2
2018,AutoIt,programming,1
2018,Awk,programming,2
2018,BAML,programming,10
2018,Ballerina,programming,44
2018,Batchfile,programming,355
2018,BibTeX,markup,40
2018,C,programming,7012
2018,C++,programming,6184
2018,CLIPS,programming,34
2018,CMake,programming,109
2018,COLLADA,data,40
2018,CSON,data,30
2018,CSS,markup,5331
2018,CSV,data,1498
2018,Cabal Config,data,7
2018,Checksums,data,463
2018,Classic ASP,programming,12
2018,Clojure,programming,110
2018,CoffeeScript,programming,241
2018,ColdFusion,programming,3
2018,ColdFusion CFC,programming,21
2018,Crystal,programming,15
2018,Cython,programming,4
2018,DIGITAL Command Language,programming,3
2018,DM,programming,35
2018,Dart,programming,133
2018,Diff,data,1677
2018,Dockerfile,programming,34
2018,Dotenv,data,58
2018,EJS,markup,195
2018,Edge,markup,3
2018,EditorConfig,data,20
2018,Elixir,programming,69
2018,Elm,programming,49
2018,Emacs Lisp,programming,290
2018,Erlang,programming,15
2018,FIRRTL,programming,1
2018,Fennel,programming,2
2018,Forth,programming,543
2018,Fortran Free Form,programming,188
2018,GCC Machine Description,programming,15647
2018,GDB,programming,6
2018,GLSL,programming,86
2018,GN,data,52
2018,GSC,programming,1
2018,Gerber Image,data,58
2018,Gherkin,programming,108
2018,Git Config,data,85
2018,Go,programming,1509
2018,Go Template,markup,97
2018,Godot Resource,data,19
2018,Gradle,data,903
2018,GraphQL,data,108
2018,Graphviz (DOT),data,29
2018,Groovy,programming,182
2018,HCL,programming,35
2018,HLSL,programming,4
2018,HTML,markup,416
2018,HTML+ECR,markup,2
2018,HTML+ERB,markup,2221
2018,HTML+PHP,markup,46
2018,HTML+Razor,markup,937
2018,HTTP,data,2
2018,Haml,markup,6
2018,Handlebars,markup,846
2018,Haskell,programming,75
2018,INI,data,306
2018,Ignore List,data,1334
2018,Inno Setup,programming,3
2018,Io,programming,1
2018,JSON,data,52
2018,JSON5,data,1
2018,Java,programming,35959
2018,Java Server Pages,programming,1527
2018,JavaScript,programming,35622
2018,Jest Snapshot,data,322
2018,Jinja,markup,33
2018,Julia,programming,74
2018,Jupyter Notebook,markup,933
2018,Kotlin,programming,2979
2018,LLVM,programming,5
2018,LOLCODE,programming,2
2018,Latte,markup,3
2018,Less,markup,239
2018,Linker Script,programming,7
2018,Liquid,markup,100
2018,Logos,programming,20
2018,LookML,programming,2
2018,Lua,programming,1835
2018,M3U,data,1
2018,MDX,markup,1
2018,Makefile,programming,353
2018,Mako,programming,1
2018,Max,programming,3
2018,Microsoft Visual Studio Solution,data,375
2018,NEON,data,2
2018,NSIS,programming,2
2018,Nginx,data,2
2018,Ninja,data,1
2018,Nix,programming,12
2018,Nunjucks,markup,1
2018,OpenSCAD,programming,1
2018,PHP,programming,82
2018,PLSQL,programming,28
2018,Pascal,programming,22
2018,Perl,programming,8
2018,PlantUML,data,6
2018,PostCSS,markup,1
2018,PostScript,markup,30
2018,PowerShell,programming,97
2018,Processing,programming,19
2018,Promela,programming,9
2018,Protocol Buffer,data,159
2018,Public Key,data,10
2018,Pug,markup,665
2018,Python,programming,26338
2018,QML,programming,1
2018,R,programming,252
2018,RAML,markup,1
2018,ROS Interface,data,24
2018,Racket,programming,54
2018,Raku,programming,497
2018,Raw token data,data,2
2018,Red,programming,12
2018,Rich Text Format,markup,12
2018,RobotFramework,programming,121
2018,Roff,markup,3
2018,Ruby,programming,4911
2018,SCSS,markup,2327
2018,SQL,data,1
2018,STL,data,13
2018,SVG,data,965
2018,Sass,markup,329
2018,Scala,programming,134
2018,Scheme,programming,40
2018,Scilab,programming,2
2018,Self,programming,2
2018,Shell,programming,2568
2018,Slang,programming,3
2018,Slim,markup,257
2018,Standard ML,programming,3
2018,Stata,programming,4
2018,Stylus,markup,60
2018,SuperCollider,programming,1
2018,Swift,programming,1809
2018,TOML,data,130
2018,TSV,data,2
2018,Tcl,programming,8
2018,Tcsh,programming,38
2018,TeX,markup,368
2018,Twig,markup,957
2018,Unity3D Asset,data,10328
2018,VHDL,programming,44
2018,Vala,programming,241
2018,Valve Data Format,data,10
2018,Vim Snippet,markup,18
2018,Vim script,programming,598
2018,Visual Basic .NET,programming,16
2018,Vue,markup,1624
2018,Wavefront Material,data,9
2018,Wavefront Object,data,157
2018,Web Ontology Language,data,7
2018,Wolfram Language,programming,5
2018,X BitMap,data,7
2018,X PixMap,data,1
2018,XML,data,20413
2018,XML Property List,data,1
2018,XSLT,programming,7
2018,YAML,data,2
2018,YANG,data,2
2018,Yacc,programming,26
2018,desktop,data,12
2018,dircolors,data,1
2018,edn,data,11
2018,fish,programming,162
2018,kvlang,markup,53
2018,nesC,programming,76
2018,xBase,programming,2
2019,1C Enterprise,programming,225
2019,ABAP,programming,3
2019,ANTLR,programming,44
2019,API Blueprint,markup,6
2019,ASP.NET,programming,315
2019,Adblock Filter List,data,42387
2019,Altium Designer,data,7
2019,AppleScript,programming,2
2019,AutoHotkey,programming,7
2019,AutoIt,programming,3
2019,Awk,programming,7
2019,BAML,programming,17
2019,Ballerina,programming,4
2019,Batchfile,programming,153
2019,BibTeX,markup,29
2019,BitBake,programming,1
2019,C,programming,9023
2019,C++,programming,6899
2019,CMake,programming,481
2019,COLLADA,data,1
2019,CSON,data,17
2019,CSS,markup,6399
2019,CSV,data,1580
2019,Cabal Config,data,4
2019,Checksums,data,106
2019,Clarion,programming,1
2019,Classic ASP,programming,349
2019,Clojure,programming,339
2019,CoffeeScript,programming,57
2019,ColdFusion,programming,2
2019,ColdFusion CFC,programming,4
2019,Crystal,programming,1
2019,Cuda,programming,66
2019,Cython,programming,5
2019,DIGITAL Command Language,programming,36
2019,DM,programming,32
2019,Dart,programming,1673
2019,Dhall,programming,11
2019,Diff,data,2504
2019,Dockerfile,programming,145
2019,Dotenv,data,121
2019,E-mail,data,1
2019,EJS,markup,330
2019,Edge,markup,12
2019,EditorConfig,data,17
2019,Elixir,programming,41
2019,Elm,programming,22
2019,Emacs Lisp,programming,414
2019,Erlang,programming,41
2019,Fennel,programming,3
2019,Forth,programming,483
2019,Fortran Free Form,programming,64
2019,GCC Machine Description,programming,26158
2019,GDB,programming,8
2019,GLSL,programming,28
2019,GN,data,132
2019,Gerber Image,data,11
2019,Gherkin,programming,69
2019,Git Config,data,70
2019,Go,programming,1506
2019,Go Template,markup,124
2019,Godot Resource,data,133
2019,Gradle,data,1269
2019,GraphQL,data,16
2019,Graphviz (DOT),data,13
2019,Groovy,programming,225
2019,HCL,programming,21
2019,HLSL,programming,15
2019,HTML,markup,1543
2019,HTML+EEX,markup,1
2019,HTML+ERB,markup,1868
2019,HTML+PHP,markup,18
2019,HTML+Razor,markup,2445
2019,HTTP,data,1
2019,Haml,markup,118
2019,Handlebars,markup,1090
2019,Haskell,programming,95
2019,INI,data,434
2019,Ignore List,data,1553
2019,Inno Setup,programming,2
2019,Io,programming,3
2019,JSON,data,52
2019,JSON with Comments,data,1
2019,JSON5,data,1
2019,Java,programming,39416
2019,Java Server Pages,programming,1471
2019,JavaScript,programming,39352
2019,Jest Snapshot,data,398
2019,Jinja,markup,2
2019,Julia,programming,11
2019,Jupyter Notebook,markup,1301
2019,Kotlin,programming,3433
2019,LSL,programming,6
2019,Latte,markup,17
2019,Less,markup,462
2019,Linker Script,programming,26
2019,Liquid,markup,1
2019,Logos,programming,31
2019,LookML,programming,11
2019,Lua,programming,816
2019,M3U,data,8
2019,MDX,markup,81
2019,Makefile,programming,455
2019,Mako,programming,1
2019,Max,programming,7
2019,Microsoft Visual Studio Solution,data,438
2019,MoonScript,programming,3
2019,Mustache,markup,6
2019,NEON,data,8
2019,Nextflow,programming,3
2019,Ninja,data,4
2019,Nix,programming,3
2019,Nunjucks,markup,16
2019,OCaml,programming,34
2019,PHP,programming,50
2019,PLSQL,programming,1
2019,Pascal,programming,874
2019,Perl,programming,37
2019,PlantUML,data,8
2019,PostScript,markup,17
2019,PowerShell,programming,114
2019,Prisma,data,4
2019,Processing,programming,149
2019,Protocol Buffer,data,62
2019,Protocol Buffer Text Format,data,1
2019,Public Key,data,4
2019,Pug,markup,158
2019,PureBasic,programming,22
2019,PureScript,programming,229
2019,Python,programming,31287
2019,QML,programming,15
2019,QMake,programming,11
2019,R,programming,48
2019,Raku,programming,784
2019,Raw token data,data,3
2019,Red,programming,30
2019,Rich Text Format,markup,15
2019,RobotFramework,programming,58
2019,Roff,markup,4
2019,Ruby,programming,4038
2019,SCSS,markup,1946
2019,SQL,data,8
2019,STL,data,20
2019,SVG,data,1032
2019,Sass,markup,127
2019,Scala,programming,269
2019,Scheme,programming,24
2019,Scilab,programming,15
2019,Shell,programming,2832
2019,Slim,markup,12
2019,Stata,programming,2
2019,Stylus,markup,35
2019,SuperCollider,programming,2
2019,Swift,programming,1206
2019,SystemVerilog,programming,24
2019,TOML,data,230
2019,TSV,data,19
2019,Tcl,programming,55
2019,Tcsh,programming,46
2019,TeX,markup,383
2019,TextGrid,data,1
2019,Thrift,programming,6
2019,Turtle,data,40
2019,Twig,markup,136
2019,Unity3D Asset,data,16876
2019,VBScript,programming,3
2019,VHDL,programming,62
2019,Vala,programming,137
2019,Valve Data Format,data,4
2019,Vim Snippet,markup,13
2019,Vim script,programming,699
2019,Visual Basic .NET,programming,11
2019,Visual Basic 6.0,programming,1
2019,Vue,markup,2508
2019,Wavefront Material,data,6
2019,Wavefront Object,data,1510
2019,Web Ontology Language,data,2
2019,Windows Registry Entries,data,3
2019,Wolfram Language,programming,6
2019,X BitMap,data,2
2019,X PixMap,data,32
2019,XML,data,29641
2019,Xonsh,programming,6
2019,YAML,data,3
2019,Yacc,programming,8
2019,desktop,data,10
2019,edn,data,1
2019,fish,programming,118
2019,mcfunction,programming,1
2019,nesC,programming,3
2020,1C Enterprise,programming,11
2020,ABAP,programming,56
2020,API Blueprint,markup,1
2020,ASL,programming,2
2020,ASP.NET,programming,28
2020,Ada,programming,2
2020,Adblock Filter List,data,19008
2020,Altium Designer,data,13
2020,AutoHotkey,programming,4
2020,Awk,programming,4
2020,BAML,programming,11
2020,Batchfile,programming,172
2020,BibTeX,markup,9
2020,C,programming,7430
2020,C++,programming,7482
2020,CMake,programming,1046
2020,COLLADA,data,1
2020,CSON,data,3
2020,CSS,markup,7378
2020,CSV,data,42244
2020,Cabal Config,data,46
2020,Checksums,data,1628
2020,Classic ASP,programming,100
2020,Clojure,programming,54
2020,CoNLL-U,data,1
2020,CoffeeScript,programming,4
2020,ColdFusion CFC,programming,12
2020,Cuda,programming,22
2020,DIGITAL Command Language,programming,2
2020,DM,programming,11
2020,Dart,programming,2470
2020,Diff,data,3385
2020,Dockerfile,programming,365
2020,Dotenv,data,276
2020,E-mail,data,1
2020,EJS,markup,229
2020,EQ,programming,31
2020,Edge,markup,3
2020,EditorConfig,data,24
2020,Elixir,programming,35
2020,Elm,programming,2
2020,Emacs Lisp,programming,477
2020,Erlang,programming,9
2020,F#,programming,6
2020,Forth,programming,227
2020,Fortran Free Form,programming,134
2020,G-code,programming,8
2020,GCC Machine Description,programming,36210
2020,GDB,programming,1
2020,GEDCOM,data,2
2020,GLSL,programming,62
2020,GN,data,394
2020,Gerber Image,data,4
2020,Gherkin,programming,142
2020,Git Config,data,79
2020,Glyph Bitmap Distribution Format,data,10
2020,Gnuplot,programming,5
2020,Go,programming,1721
2020,Go Template,markup,143
2020,Godot Resource,data,85
2020,Gradle,data,1658
2020,GraphQL,data,173
2020,Graphviz (DOT),data,1
2020,Groovy,programming,261
2020,HCL,programming,223
2020,HLSL,programming,3
2020,HTML,markup,1720
2020,HTML+EEX,markup,14
2020,HTML+ERB,markup,1892
2020,HTML+PHP,markup,62
2020,HTML+Razor,markup,655
2020,HTTP,data,24
2020,HXML,data,6
2020,Haml,markup,60
2020,Handlebars,markup,956
2020,Haskell,programming,684
2020,Haxe,programming,380
2020,INI,data,331
2020,Ignore List,data,1635
2020,Ink,programming,10
2020,JSON,data,64
2020,Java,programming,39091
2020,Java Server Pages,programming,1631
2020,JavaScript,programming,42526
2020,Jest Snapshot,data,193
2020,Jinja,markup,25
2020,Julia,programming,212
2020,Jupyter Notebook,markup,1765
2020,Kotlin,programming,7021
2020,LLVM TableGen,programming,4
2020,LabVIEW,programming,2
2020,Less,markup,328
2020,Linker Script,programming,15
2020,Liquid,markup,26
2020,Literate Haskell,programming,9
2020,Logos,programming,11
2020,LookML,programming,2
2020,Lua,programming,739
2020,M3U,data,30
2020,MDX,markup,16
2020,Makefile,programming,150
2020,Mako,programming,11
2020,Mermaid,markup,5
2020,Microsoft Visual Studio Solution,data,507
2020,Module Management System,programming,1
2020,Mustache,markup,1
2020,NEON,data,2
2020,NSIS,programming,2
2020,Ninja,data,39
2020,Nix,programming,173
2020,Nunjucks,markup,29
2020,OCaml,programming,148
2020,OpenSCAD,programming,17
2020,PHP,programming,31
2020,PLSQL,programming,153
2020,Pascal,programming,181
2020,Perl,programming,12
2020,PlantUML,data,11
2020,PostCSS,markup,1
2020,PostScript,markup,6
2020,PowerShell,programming,120
2020,Prisma,data,62
2020,Processing,programming,44
2020,Promela,programming,2
2020,Protocol Buffer,data,79
2020,Public Key,data,7
2020,Pug,markup,129
2020,PureBasic,programming,65
2020,Python,programming,51771
2020,QML,programming,72
2020,R,programming,136
2020,RAML,markup,1
2020,Racket,programming,2
2020,Raku,programming,186
2020,Raw token data,data,1
2020,Red,programming,69
2020,Regular Expression,data,1
2020,Rich Text Format,markup,8
2020,RobotFramework,programming,56
2020,Roff,markup,4
2020,Ruby,programming,3518
2020,SAS,programming,10
2020,SCSS,markup,2621
2020,SQL,data,32
2020,STL,data,29
2020,SVG,data,2332
2020,Sass,markup,121
2020,Scala,programming,1202
2020,Scheme,programming,32
2020,Shell,programming,2310
2020,Slim,markup,118
2020,SourcePawn,programming,20
2020,Standard ML,programming,20
2020,Starlark,programming,1
2020,Stata,programming,3
2020,Stylus,markup,21
2020,SuperCollider,programming,3
2020,Svelte,markup,68
2020,Swift,programming,3916
2020,TOML,data,386
2020,TSV,data,25
2020,Tcl,programming,23
2020,Tcsh,programming,39
2020,TeX,markup,795
2020,Thrift,programming,4
2020,Turtle,data,7
2020,Twig,markup,623
2020,Unity3D Asset,data,22081
2020,VBScript,programming,2
2020,VHDL,programming,11
2020,Vala,programming,4
2020,Vim Snippet,markup,17
2020,Vim script,programming,598
2020,Visual Basic .NET,programming,67
2020,Volt,programming,1
2020,Vue,markup,4465
2020,WDL,programming,1
2020,Wavefront Material,data,6
2020,Wavefront Object,data,3383
2020,Web Ontology Language,data,1
2020,WebVTT,data,1
2020,Windows Registry Entries,data,9
2020,X BitMap,data,1
2020,XML,data,39212
2020,XSLT,programming,3
2020,Xonsh,programming,10
2020,YAML,data,4
2020,desktop,data,29
2020,edn,data,2
2020,fish,programming,139
2020,kvlang,markup,28
2020,nanorc,data,1
2020,nesC,programming,4
2020,sed,programming,6
2021,1C Enterprise,programming,44
2021,ABAP,programming,78
2021,AIDL,programming,2
2021,API Blueprint,markup,1
2021,ASL,programming,7
2021,ASP.NET,programming,217
2021,Ada,programming,147
2021,Adblock Filter List,data,12466
2021,Agda,programming,11
2021,Altium Designer,data,103
2021,AppleScript,programming,1
2021,AspectJ,programming,21
2021,AutoHotkey,programming,3
2021,Awk,programming,2
2021,BAML,programming,45
2021,Batchfile,programming,207
2021,BibTeX,markup,21
2021,Blade,markup,1
2021,C,programming,13958
2021,C++,programming,10418
2021,CAP CDS,programming,4
2021,CMake,programming,508
2021,CSON,data,2
2021,CSS,markup,9570
2021,CSV,data,14889
2021,Cabal Config,data,71
2021,Checksums,data,1840
2021,Classic ASP,programming,13
2021,Clojure,programming,466
2021,Crystal,programming,2
2021,Csound Document,programming,1
2021,Cuda,programming,8
2021,Cython,programming,42
2021,DIGITAL Command Language,programming,4
2021,DM,programming,33
2021,Dart,programming,4676
2021,Daslang,programming,24
2021,Diff,data,3315
2021,Dockerfile,programming,50
2021,Dotenv,data,335
2021,E-mail,data,241
2021,EJS,markup,417
2021,Edge,markup,15
2021,EditorConfig,data,34
2021,Elixir,programming,2
2021,Emacs Lisp,programming,484
2021,Erlang,programming,25
2021,F#,programming,19
2021,Fennel,programming,32
2021,FlatBuffers,data,2
2021,Forth,programming,80
2021,Fortran Free Form,programming,46
2021,G-code,programming,1
2021,GCC Machine Description,programming,26174
2021,GDB,programming,1
2021,GLSL,programming,640
2021,GN,data,678
2021,GSC,programming,3
2021,Genero per,markup,6
2021,Gerber Image,data,7
2021,Gherkin,programming,202
2021,Git Config,data,79
2021,Gleam,programming,2
2021,Glyph Bitmap Distribution Format,data,5
2021,Go,programming,2067
2021,Go Template,markup,55
2021,Godot Resource,data,61
2021,Gradle,data,1784
2021,GraphQL,data,44
2021,Graphviz (DOT),data,10
2021,Groovy,programming,110
2021,Groovy Server Pages,programming,1
2021,HCL,programming,549
2021,HLSL,programming,2
2021,HTML,markup,534
2021,HTML+ERB,markup,3216
2021,HTML+PHP,markup,57
2021,HTML+Razor,markup,803
2021,HTTP,data,15
2021,HXML,data,13
2021,Haml,markup,1
2021,Handlebars,markup,1017
2021,Haskell,programming,717
2021,Haxe,programming,396
2021,INI,data,386
2021,Ignore List,data,1854
2021,JSON,data,59
2021,JSON5,data,2
2021,Java,programming,37999
2021,Java Server Pages,programming,1448
2021,JavaScript,programming,50117
2021,Jest Snapshot,data,90
2021,Jinja,markup,8
2021,Jolie,programming,3
2021,Jsonnet,programming,1
2021,Julia,programming,123
2021,Jupyter Notebook,markup,1654
2021,Kotlin,programming,8070
2021,LLVM,programming,6
2021,LabVIEW,programming,2
2021,Less,markup,473
2021,Linker Script,programming,18
2021,Liquid,markup,4
2021,Literate Haskell,programming,6
2021,LookML,programming,14
2021,Lua,programming,1328
2021,M3U,data,14
2021,MDX,markup,5
2021,Makefile,programming,239
2021,Mako,programming,1
2021,Mermaid,markup,1
2021,Microsoft Visual Studio Solution,data,376
2021,MoonScript,programming,1
2021,NEON,data,2
2021,NSIS,programming,1
2021,Ninja,data,23
2021,Nix,programming,234
2021,Nunjucks,markup,14
2021,OCaml,programming,1
2021,OpenSCAD,programming,1
2021,PHP,programming,5
2021,PLSQL,programming,345
2021,Parrot,programming,9
2021,Pascal,programming,163
2021,Perl,programming,4
