year,extension,count
2017,php,911
2022,php,453
2015,php,301
2023,php,452
2021,php,1674
2018,php,1331
2024,php,303
2014,php,238
2016,php,584
2019,php,363
2020,php,615
2021,md,312
2021,properties,59
2021,xml,269
2021,png,317
2021,yaml,44
2021,java,856
2021,project,2
2020,md,292
2021,txt,1837
2021,sln,2
2021,json,5813
2021,cs,15
2021,csproj,4
2021,cshtml,27
2024,png,28
2024,json,455
2024,env,2
2024,development,1
2024,js,195
2024,html,102
2024,vue,125
2023,js,1078
2024,scss,4
2023,vue,136
2016,js,205
2018,json,1758
2018,js,569
2018,pug,29
2023,map,232
2023,json,279
2023,css,141
2023,pyc,87
2023,html,310
2023,md,122
2019,java,475
2019,md,453
2019,xml,280
2019,gitignore,30
2019,json,3706
2024,xml,119
2019,py,1323
2019,sqlite,5
2019,pyc,2122
2019,db,6
2019,7,2
2019,csh,2
2019,fish,2
2016,md,44
2016,json,47
2017,json,57
2016,swig,7
2016,css,85
2018,scss,9
2020,jpg,93
2020,sql,15
2019,sql,14
2024,yml,198
2024,test,1
2024,ts,905
2023,ts,178
2021,ts,334
2024,md,168
2024,conf,11
2024,example,1
2024,prettierignore,1
2024,dockerignore,2
2024,lock,269
2022,ts,480
2021,js,716
2024,jsonc,2
2022,md,192
2024,gitignore,13
2018,md,140
2023,sql,13
2023,cs,26
2023,csproj,3
2023,csv,12
2023,ibd,3
2023,props,1
2023,cache,6
2023,txt,31
2023,editorconfig,1
2023,dll,2
2023,pdb,1
2023,exe,1
2021,gradle,12
2024,txt,52
2024,css,37
2023,log,1
2023,jade,7
2023,lock,208
2023,toml,5
2023,rs,3
2023,py,524
2023,pdf,60
2023,scss,7
2023,jsx,162
2016,xml,27
2016,gitignore,26
2016,example,1
2016,cert,1
2016,key,1
2017,csv,3
2015,csv,12
2015,json,61
2015,txt,19
2015,md,40
2025,py,24
2025,md,209
2025,gitignore,6
2025,txt,12
2025,csv,6
2025,yml,109
2026,md,20
2026,json,67
2026,py,2
2026,yml,64
2020,json,2913
2019,png,201
2019,jpg,31
2019,vue,66
2022,json,704
2019,js,1692
2020,js,746
2020,css,251
2020,html,334
2020,gitignore,29
2021,toml,36
2021,sol,5
2021,lock,437
2024,astro,17
2024,mjs,7
2024,lockb,4
2024,cjs,5
2020,py,2009
2020,txt,35
2020,mako,4
2020,eslintcache,4
2019,mako,1
2018,xml,68
2021,kaniko,1
2019,env,6
2021,jsx,53
2020,properties,26
2020,groovy,72
2020,gradle,12
2022,properties,71
2022,gradle,32
2022,env,4
2022,html,217
2022,sql,32
2022,groovy,26
2019,ini,1
2019,txt,18
2019,so,4
2020,yml,1341
2020,ts,172
2020,png,220
2020,scss,48
2015,csproj,15
2015,sln,11
2015,config,9
2015,cs,130
2015,cshtml,114
2015,asax,2
2015,js,299
2015,cd,1
2022,scss,23
2022,rar,1
2022,yml,72
2016,rb,296
2014,html,185
2014,png,18
2014,gitignore,11
2014,less,1
2016,sbt,1
2016,html,174
2016,scala,3
2016,png,67
2016,conf,1
2020,firebaserc,2
2021,cache,3
2021,scss,69
2020,ico,1
2021,html,1067
2018,html,182
2018,vue,2
2023,tsx,222
2018,cshtml,17
2018,cs,57
2018,config,6
2018,csproj,8
2018,asax,1
2019,csproj,13
2019,cs,95
2021,py,5798
2021,gitignore,29
2022,lock,251
2021,css,141
2021,svg,57
2023,yml,54
2024,jsx,46
2025,json,110
2025,tsx,41
2025,css,26
2025,ts,30
2022,jsx,42
2022,js,228
2022,css,96
2022,graphql,2
2023,env,11
2023,sh,22
2023,gitignore,32
2016,scssc,17
2016,aep,50
2016,txt,47
2016,scss,37
2016,psd,14
2016,mov,13
2016,gif,14
2016,docx,1
2016,svg,3
2016,xlsx,2
2016,jpg,26
2016,db,1
2024,map,15
2017,md,60
2017,r,5
2013,md,15
2018,css,47
2022,java,1641
2023,yaml,26
2022,yaml,42
2022,conf,17
2022,xml,322
2023,properties,40
2022,sample,12
2023,sample,3
2022,docker,1
2022,cnf,2
2024,sql,27
2021,yml,105
2021,less,7
2021,conf,3
2021,sql,28
2024,yaml,36
2021,tsx,157
