year,extension,count
2016,md,13844
2016,xlf,8318
2016,xml,696
2016,yml,72
2016,png,48
2016,xlsx,10471
2017,md,4640
2017,xlf,3663
2017,xlsx,1500
2017,xml,1005
2017,yml,45
2017,png,96
2022,js,752
2022,map,41
2022,html,2363
2017,txt,2
2018,md,968
2018,yml,13
2018,xml,177
2018,png,15
2018,xlf,500
2018,xlsx,111
2015,md,5
2021,yml,41
2019,yml,3
2021,js,450
2021,map,20
2021,html,18
2018,m4a,16
2018,jpg,8
2018,gitignore,5
2018,html,25
2018,odt,1
2018,zip,1
2018,js,285
2021,css,9
2021,mp3,1
2021,json,568
2021,lock,10
2022,lock,18
2022,json,1061
2020,lock,5
2020,json,728
2019,md,14
2019,json,150
2019,lock,2
2023,lock,12
2023,json,930
2019,js,177
2022,css,7
2022,gitignore,7
2022,md,56
2023,yaml,10
2022,yaml,6
2012,eot,2
2012,svg,1
2012,woff,2
2012,ttf,2
2012,css,1
2012,png,3
2025,json,731
2025,tsbuildinfo,2
2025,gitignore,1
2025,toml,1
2025,prettierignore,1
2025,lock,1
2025,md,14
2025,yml,5
2024,mjs,13
2025,gz,2
2025,ts,48
2025,js,159
2025,py,1
2025,map,117
2024,ts,96
2024,js,214
2019,ts,6
2020,ts,13
2020,js,224
2021,ts,70
2020,map,74
2022,ts,196
2023,ts,224
2023,js,362
2024,map,4
2025,cjs,1
2023,map,2
2021,md,39
2024,css,11
2024,md,26
2024,png,2
2024,xml,3
2024,properties,1
2024,java,1
2018,glsl,19
2018,json,1115
2023,css,47
2015,js,15
2017,html,6
2019,babelrc,1
2018,iml,3
2018,babelrc,2
2015,json,6
2016,json,7
2018,map,7
2020,xml,1
2017,map,19
2017,js,116
2016,js,32
2016,html,1
2017,json,13
2019,xml,4
2017,name,1
2017,babelrc,5
2017,iml,1
2017,gitignore,2
2017,editorconfig,1
2019,map,5
2024,json,806
2024,cjs,1
2024,html,3865
2024,yaml,3
2023,html,13560
2011,lisp,4
2011,txt,4
2011,hgignore,1
2011,asd,1
2024,tsx,10
2023,yml,21
2023,md,54
2023,sample,2
2023,rb,24
2023,erb,10
2023,enc,1
2018,erb,2
2023,conf,1
2023,ejs,54
2023,drawio,1
2023,png,6
2023,txt,1
2023,gitignore,3
2023,vue,121
2023,less,9
2026,json,256
2026,ts,7
2026,vue,2
2026,js,8
2026,css,1
2018,lock,1
2018,ts,5
2018,scss,4
2018,tsx,4
2014,db,2
2014,html,5
2014,js,31
2014,json,4
2014,md,1
2014,css,4
2014,png,81
2018,css,1
2021,gitignore,1
2020,html,70
2022,vue,19
2021,png,4
2022,png,10
2023,svg,1
2022,tsx,39
2022,mm,1
2022,plist,1
2022,storyboard,1
2022,pbxproj,3
2020,pbxproj,1
2020,plist,1
2020,m,1
2022,graphql,1
2022,graphqlconfig,1
2022,env,1
2020,gitignore,9
2020,env,1
2020,tsx,2
2020,md,15
2018,gitattributes,1
2020,storybook,1
2020,gradle,1
2022,gradle,1
2023,gradle,1
2019,gradle,2
2020,development,1
2023,tsx,20
2019,png,10
2022,out,2
2022,log,2
2020,xcscheme,2
2022,txt,2
2022,h,2
2022,xml,1
2022,bundle,3
2022,o,25
2019,m,1
2019,plist,1
2022,java,6
2020,png,2
2020,css,6
2020,geojson,4
2020,eslintignore,2
2020,editorconfig,1
2020,babelrc,1
2020,npmignore,2
2019,html,12
2020,yml,46
2020,yaml,5
2020,dockerignore,1
2015,html,1
2019,el,1
2019,org,1
2016,ts,47
2023,scss,4
2024,vue,15
2023,cjs,2
2023,ps1,109
2023,cmd,109
2023,xml,1
2024,less,2
2024,ps1,4
2024,cmd,4
2023,mjs,4
2022,cjs,3
2022,mjs,2
2022,cmd,1
2022,ps1,1
2021,eslintignore,1
2021,wxs,1
2025,html,5028
2025,css,10
2018,jsx,1
2022,eslintrc,1
2020,releaserc,1
2015,glsl,2
2018,jsp,1
2019,eslintrc,1
2018,d,9
2022,yml,3
2019,gitignore,1
2021,eslintrc,1
2024,yml,4
2018,less,1
2026,html,1358
2018,vue,3
2026,md,3
2025,mjs,1
2026,yml,2
